"","X","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","budget","title_year","actor_2_facebook_likes","imdb_score","Action","Adventure","Fantasy","Sci.Fi","Thriller","Romance","Animation","Comedy","Family","Musical","Mystery","Western","Drama","History","Sport","Crime","Horror","War","Biography","Music","Documentary","Film.Noir","assassin","spy","scientist","vampire","vomiting","king","hospital","writer","student","future","fight","teenager","president","sex","terrorist","train","best.friend","college","serial.killer","hotel","christmas","secret","female.protagonist","battle","box.office.flop","rescue","cia","detective","lawyer","escape","party","wedding","island","marriage","dog","friendship","drugs","money","revenge","prison","school","boy","fbi","alien","high.school","new.york.city","police","death","murder","friend","love","profit"
"286",286,"Jon Turteltaub",193,131,226,341,"Armando Riesco",12000,173005002,"Nicolas Cage","National Treasure ",13679,"Annie Parisse",0,"c(""declaration of independence"", ""secret society"", ""treasure"", ""treasure hunt"", ""treasure hunter"")",1e+08,2004,625,6.9,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73005002
"289",289,"Chris Wedge",203,102,77,120,"Emma Kenney",14000,107515297,"Josh Hutcherson","Epic ",14552,"Troy Evans",2,"c(""father daughter relationship"", ""forest"", ""miniature person"", ""shrinking"", ""sword and fantasy"")",1e+08,2013,151,6.7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07515297
"290",290,"Florian Henckel von Donnersmarck",321,103,207,3000,"Angelina Jolie Pitt",40000,67631157,"Johnny Depp","The Tourist ",55175,"Rufus Sewell",0,"c(""police surveillance"", ""surveillance van"", ""tailing a suspect"", ""tourist"", ""venice italy"")",1e+08,2010,11000,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32368843
"292",292,"Edward Zwick",166,143,380,452,"Djimon Hounsou",29000,57366262,"Leonardo DiCaprio","Blood Diamond ",33160,"Stephen Collins",0,"c(""diamond"", ""elephant"", ""fisherman"", ""rebel"", ""sierra leone"")",1e+08,2006,3000,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42633738
"293",293,"Martin Scorsese",606,240,17000,4000,"Matthew McConaughey",29000,116866727,"Leonardo DiCaprio","The Wolf of Wall Street ",46057,"Jon Favreau",3,"c(""based on true story"", ""fellatio"", ""female rear nudity"", ""sex in an airplane"", ""stockbroker"")",1e+08,2013,11000,8.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16866727
"294",294,"Joel Schumacher",144,121,541,680,"Rene Auberjonois",920,184031112,"Michael Gough","Batman Forever ",2880,"Debi Mazar",4,"c(""love"", ""necktie"", ""partner"", ""rock music"", ""tuxedo"")",1e+08,1995,710,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.84031112
"295",295,"Paul Verhoeven",192,129,719,423,"Patrick Muldoon",660,54700065,"Jake Busey","Starship Troopers ",2031,"Seth Gilliam",0,"c(""alien"", ""federation"", ""future"", ""military"", ""planet"")",1.05e+08,1997,475,7.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.479047
"296",296,"Tom Tykwer",511,172,670,1000,"Jim Sturgess",15000,27098580,"Tom Hanks","Cloud Atlas ",22686,"Jim Broadbent",5,"c(""composer"", ""future"", ""letter"", ""nonlinear timeline"", ""nursing home"")",1.02e+08,2012,5000,7.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.734327647058824
"299",299,"Brett Ratner",245,101,420,467,"Rufus Sewell",12000,72660029,"Dwayne Johnson","Hercules ",16235,"Ingrid Bolsø Berdal",0,"c(""army"", ""greek mythology"", ""hercules"", ""king"", ""mercenary"")",1e+08,2014,3000,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27339971
"300",300,"Ron Clements",127,95,63,720,"Martin Short",23000,38120554,"Joseph Gordon-Levitt","Treasure Planet ",26940,"Michael Wincott",0,"c(""alien"", ""cyborg"", ""pirate"", ""planet"", ""treasure"")",1.4e+08,2002,770,7.1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.727710328571429
"301",301,"Brad Silberling",167,102,52,526,"Anna Friel",8000,49392095,"Will Ferrell","Land of the Lost ",10552,"Bobb'e J. Thompson",1,"c(""human versus dinosaur"", ""lizard"", ""primate"", ""time travel"", ""tyrannosaurus rex"")",1e+08,2009,735,5.4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50607905
"305",305,"Ron Howard",289,122,2000,571,"Benjamin Walker",26000,24985612,"Chris Hemsworth","In the Heart of the Sea ",28328,"Frank Dillane",0,"c(""emaciation"", ""ship"", ""starvation"", ""vomiting"", ""whale"")",1e+08,2015,911,7,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75014388
"307",307,"Paul Greengrass",266,115,521,95,"Sean Huze",13000,35024475,"Matt Damon","Green Zone ",13761,"Igal Naor",1,"c(""cia"", ""iraq"", ""iraqi"", ""political military conspiracy"", ""weapon of mass destruction"")",1e+08,2010,537,6.9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64975525
"309",309,"David Mamet",97,110,342,393,"Felicity Huffman",623,10200000,"Ben Gazzara","The Spanish Prisoner ",1722,"Campbell Scott",0,"c(""brother sister relationship"", ""extradition"", ""fbi"", ""japanese tourist"", ""secret"")",1e+07,1997,508,7.3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02
"310",310,"Stephen Sommers",202,130,208,591,"Brendan Fraser",12000,202007640,"Dwayne Johnson","The Mummy Returns ",15972,"Patricia Velasquez",5,"c(""ancient egypt"", ""bracelet"", ""king"", ""scorpion"", ""son"")",9.8e+07,2001,3000,6.3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06130244897959
"311",311,"Martin Scorsese",233,216,17000,1000,"Liam Neeson",29000,77679638,"Leonardo DiCaprio","Gangs of New York ",47657,"Jim Broadbent",3,"c(""butcher"", ""civil war"", ""gangster"", ""new york city"", ""revenge"")",1e+08,2002,14000,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.22320362
"316",316,"Jay Roach",255,85,116,329,"Thomas Middleditch",8000,86897182,"Will Ferrell","The Campaign ",9271,"Katherine LaNasa",0,"c(""campaigning"", ""congressman"", ""north carolina"", ""title at the end"", ""u.s. congressman"")",9.5e+07,2012,331,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852928210526316
"318",318,"Michael Patrick King",221,146,127,722,"Liza Minnelli",962,95328937,"Chris Noth","Sex and the City 2 ",4555,"Kristin Davis",4,"c(""abu dhabi"", ""box office hit"", ""muslim"", ""nanny"", ""united arab emirates"")",1e+08,2010,740,4.3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04671063
"323",323,"Andrew Stanton",301,100,475,799,"Stephen Root",1000,380838870,"Alexander Gould","Finding Nemo ",5641,"Brad Garrett",0,"c(""great barrier reef"", ""protective father"", ""separation from family"", ""shark"", ""short term memory loss"")",9.4e+07,2003,939,8.2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05147734042553
"327",327,"Simon West",199,100,165,240,"Noah Taylor",11000,131144183,"Angelina Jolie Pitt","Lara Croft: Tomb Raider ",12150,"Chris Barrie",1,"c(""illuminati"", ""planetary alignment"", ""time"", ""tomb"", ""tomb raider"")",1.15e+08,2001,509,5.7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403842
"329",329,"Joe Johnston",198,92,394,527,"Trevor Morgan",693,181166115,"Michael Jeter","Jurassic Park III ",2574,"Alessandro Nivola",0,"c(""dinosaur"", ""island"", ""jurassic park"", ""paleontologist"", ""search"")",9.3e+07,2001,595,5.9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948022741935484
"330",330,"Rupert Wyatt",529,105,81,779,"David Oyelowo",11000,176740650,"James Franco","Rise of the Planet of the Apes ",13118,"Tyler Labine",0,"c(""alzheimer's disease"", ""ape"", ""chimpanzee"", ""fire"", ""when animals attack"")",9.3e+07,2011,1000,7.6,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900437096774193
"331",331,"Mark Waters",198,107,70,330,"Tod Fennell",770,71148699,"Martin Short","The Spiderwick Chronicles ",1614,"Joan Plowright",0,"c(""actor playing multiple roles"", ""brownie the creature"", ""closing credits sequence"", ""family relationships"", ""magical creature"")",9e+07,2008,419,6.6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2094589
"332",332,"John Moore",412,101,212,476,"Cole Hauser",13000,67344392,"Bruce Willis","A Good Day to Die Hard ",15481,"Megalyn Echikunwoke",2,"c(""bomb"", ""cia"", ""courthouse"", ""escape"", ""russian"")",9.2e+07,2013,787,5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267995739130435
"333",333,"John Lee Hancock",106,137,102,877,"Marc Blucas",2000,22406362,"Dennis Quaid","The Alamo ",5780,"Jordi Mollà",0,"c(""army"", ""dictator"", ""general"", ""texan"", ""texas"")",1.07e+08,2004,973,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.790594747663551
"334",334,"Brad Bird",283,115,663,55,"Craig T. Nelson",1000,261437578,"Holly Hunter","The Incredibles ",1901,"Lou Romano",0,"c(""hero"", ""island"", ""lawsuit"", ""secret"", ""superhero"")",9.2e+07,2004,723,8,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84171280434783
"335",335,"Renny Harlin",61,124,212,810,"Frank Langella",1000,11000000,"Christopher Masterson","Cutthroat Island ",3611,"Matthew Modine",3,"c(""latin"", ""pirate"", ""pirate ship"", ""treasure"", ""treasure map"")",9.8e+07,1995,903,5.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.887755102040816
"337",337,"Barry Sonnenfeld",175,98,188,602,"Rip Torn",10000,250147615,"Will Smith","Men in Black ",12998,"Linda Fiorentino",0,"c(""alien"", ""box office hit"", ""flying saucer"", ""laser gun"", ""wisecrack humor"")",9e+07,1997,826,7.3,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.77941794444444
"338",338,"John Lasseter",191,82,487,967,"John Ratzenberger",15000,245823397,"Tom Hanks","Toy Story 2 ",21275,"Wayne Knight",2,"c(""collector"", ""dog"", ""friend"", ""rescue"", ""toy"")",9e+07,1999,1000,7.9,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.73137107777778
"339",339,"Tony Scott",316,98,12000,1000,"Rosario Dawson",18000,81557479,"Denzel Washington","Unstoppable ",25780,"Ethan Suplee",1,"c(""freight train"", ""race against time"", ""runaway train"", ""train"", ""train engineer"")",1e+08,2010,3000,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18442521
"340",340,"Brett Ratner",127,90,420,141,"John Lone",191,226138454,"Mei Melançon","Rush Hour 2 ",664,"Harris Yulin",2,"c(""boat"", ""gang"", ""hong kong"", ""triad"", ""vacation"")",9e+07,2001,165,6.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51264948888889
"342",342,"Phil Lord",191,90,97,56,"Bobb'e J. Thompson",622,124870275,"Will Forte","Cloudy with a Chance of Meatballs ",1227,"Al Roker",1,"c(""food"", ""giant food"", ""mayor"", ""sardine"", ""weather"")",1e+08,2009,526,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24870275
"343",343,"Carlos Saldanha",188,94,107,117,"Maile Flanagan",835,196573705,"Denis Leary","Ice Age: Dawn of the Dinosaurs ",1258,"Kelly Keaton",0,"c(""egg"", ""lost world"", ""rescue"", ""squirrel"", ""weasel"")",9e+07,2009,256,7,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18415227777778
"345",345,"McG",181,94,368,466,"LL Cool J",13000,125305545,"Bill Murray","Charlie's Angels ",15419,"Kelly Lynch",0,"c(""booty shake"", ""box office hit"", ""duct tape over mouth"", ""first part"", ""martial arts"")",9.2e+07,2000,1000,5.5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362016793478261
"346",346,"Martin Scorsese",352,151,17000,1000,"Matt Damon",29000,132373442,"Leonardo DiCaprio","The Departed ",45648,"Ray Winstone",0,"c(""boston"", ""mole"", ""police"", ""undercover"", ""undercover cop"")",9e+07,2006,13000,8.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.470816022222222
"349",349,"David Fincher",517,158,21000,585,"Goran Visnjic",18000,102515793,"Robin Wright","The Girl with the Dragon Tattoo ",20388,"Joely Richardson",1,"c(""computer hacker"", ""hacker"", ""investigation"", ""journalist"", ""punk"")",9e+07,2011,1000,7.8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139064366666667
"350",350,"John McTiernan",148,128,323,489,"Aldis Hodge",13000,100012500,"Bruce Willis","Die Hard with a Vengeance ",14274,"Kevin Chamberlin",1,"c(""bomb"", ""detective"", ""new york city"", ""police"", ""terrorist"")",9e+07,1995,559,7.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.11125
"355",355,"Dennis Dugan",198,113,221,503,"Sayed Badreya",11000,100018837,"Adam Sandler","You Don't Mess with the Zohan ",13446,"Kevin Nealon",0,"c(""hair stylist"", ""jew"", ""landlord"", ""muslim"", ""palestinian"")",9e+07,2008,600,5.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111320411111111
"357",357,"Steven Spielberg",281,146,14000,681,"William Hurt",3000,78616689,"Haley Joel Osment","A.I. Artificial Intelligence ",6217,"Kevin Sussman",0,"c(""affection"", ""boy"", ""fairy"", ""future"", ""robot"")",1e+08,2001,882,7.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.21383311
"360",360,"Paul Verhoeven",180,119,719,423,"Kim Dickens",833,73209340,"Greg Grunberg","Hollow Man ",2356,"Joey Slotnick",0,"c(""experiment"", ""research"", ""scientist"", ""suburb"", ""surrealism"")",9.5e+07,2000,624,5.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229375368421053
"361",361,"Sydney Pollack",227,128,521,249,"George Harris",591,72515360,"Curtiss Cook","The Interpreter ",2100,"Michael Wright",1,"c(""african"", ""assassination"", ""dialect"", ""interpreter"", ""threat"")",8e+07,2005,249,6.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093558
"362",362,"Thor Freudenthal",183,106,87,918,"Leven Rambin",8000,68558662,"Logan Lerman","Percy Jackson: Sea of Monsters ",10882,"Brandon T. Jackson",0,"c(""golden fleece"", ""half brother"", ""magical tree"", ""sea"", ""tree"")",9e+07,2013,956,5.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238237088888889
"363",363,"Jan de Bont",157,117,101,3000,"Angelina Jolie Pitt",18000,65653758,"Gerard Butler","Lara Croft Tomb Raider: The Cradle of Life ",33154,"Djimon Hounsou",1,"c(""duology"", ""female hero"", ""female lead"", ""orb"", ""pandora's box"")",9.5e+07,2003,11000,5.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308907810526316
"364",364,"Jon M. Chu",196,129,209,886,"Morgan Freeman",11000,64685359,"Daniel Radcliffe","Now You See Me 2 ",23031,"Sanaa Lathan",6,"c(""card trick"", ""london england"", ""magician"", ""rain machine"", ""rooftop"")",9e+07,2016,11000,6.9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.281273788888889
"365",365,"Phillip Noyce",64,116,176,84,"Michael Byrne",192,61355436,"Alun Armstrong","The Saint ",475,"Velibor Topic",0,"c(""cold fusion"", ""disguise"", ""energy"", ""fusion"", ""the saint"")",6.8e+07,1997,117,6.2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977141764705882
"368",368,"Carlos Saldanha",240,96,107,350,"Wanda Sykes",11000,143618384,"Anne Hathaway","Rio ",12071,"Will.i.am",0,"c(""bird"", ""brazilian"", ""cockatoo"", ""macaw"", ""minnesota"")",9e+07,2011,560,7,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595759822222222
"370",370,"Mick Jackson",84,104,81,612,"Anne Heche",3000,47474112,"Don Cheadle","Volcano ",5062,"Gaby Hoffmann",0,"c(""earthquake"", ""fire"", ""lava"", ""rescue"", ""volcano"")",9e+07,1997,643,5.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.472509866666667
"371",371,"Alan J. Pakula",66,111,79,2000,"Brad Pitt",11000,42877165,"Harrison Ford","The Devil's Own ",26088,"Natascha McElhone",0,"c(""friendship"", ""murder"", ""northern ireland"", ""police officer"", ""terrorist"")",8.6e+07,1997,11000,6.1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.501428313953488
